leads_id,leads_registered,number_of_employee,industry,session_source,total_visits,first_visits,cluster
45,2020-12-08 16:08:54+00:00,150,Education,CPC,4,/features,0
144,2021-01-04 16:57:24+00:00,150,Education,Organic Search,6,/features,0
305,2021-02-26 12:50:37+00:00,150,Education,CPC,3,/home,2
363,2021-03-09 17:34:53+00:00,150,Education,CPC,3,/features,2
424,2021-03-30 14:54:00+00:00,150,Education,Direct,6,/home,0
564,2021-05-04 13:25:04+00:00,150,Education,Organic Social,4,/features,0
713,2021-06-17 16:47:09+00:00,150,Education,Direct,4,/home,0
824,2021-07-12 14:41:57+00:00,150,Education,Refferal,5,/features,0
853,2021-07-26 15:49:19+00:00,150,Education,Organic Search,4,/home,0
1000,2021-09-02 13:18:20+00:00,150,Education,CPC,5,/home,0
1212,2021-11-01 09:39:38+00:00,150,Education,CPC,4,/studycase,0
1363,2021-12-03 15:46:48+00:00,150,Education,Organic Search,4,/home,0
1632,2022-01-24 14:02:37+00:00,150,Education,Direct,4,/home,0
1763,2022-02-28 17:41:18+00:00,150,Education,Direct,4,/home,0
1770,2022-03-02 09:33:04+00:00,150,Education,Organic Search,4,/home,0
1927,2022-03-25 10:10:38+00:00,150,Education,Organic Search,3,/home,2
1943,2022-03-28 14:01:06+00:00,150,Education,Refferal,4,/features,0
1955,2022-03-29 09:12:21+00:00,150,Education,Organic Search,4,/features,0
2188,2022-05-25 11:08:12+00:00,150,Education,Organic Search,4,/home,0
2203,2022-05-27 10:32:05+00:00,150,Education,Direct,4,/form/demo,0
2272,2022-06-02 12:49:21+00:00,150,Education,Direct,5,/features,0
2456,2022-06-27 10:59:44+00:00,150,Education,CPC,6,/features,0
2474,2022-06-28 16:36:13+00:00,150,Education,Refferal,1,/form/brochure,1
2489,2022-06-29 16:06:10+00:00,150,Education,Organic Search,4,/features,0
2500,2022-06-30 17:35:00+00:00,150,Education,Organic Search,2,/studycase,2
2633,2022-08-02 09:22:16+00:00,150,Education,Direct,4,/form/demo,0
2707,2022-08-15 13:52:23+00:00,150,Education,Refferal,4,/form/demo,0
2817,2022-09-02 12:47:03+00:00,150,Education,Refferal,6,/features,0
2948,2022-09-20 12:36:36+00:00,150,Education,Refferal,4,/home,0
2864,2022-09-07 10:31:35+00:00,425,Education,Refferal,1,/form/demo,1
1241,2021-11-05 09:29:55+00:00,175,Education,Direct,5,/features,0
2642,2022-08-02 16:23:31+00:00,175,Education,Direct,1,/form/set-a-meeting,1
582,2021-05-07 09:42:46+00:00,450,Education,Refferal,1,/form/set-a-meeting,1
2257,2022-06-01 10:49:16+00:00,450,Education,Organic Social,6,/features,0
2508,2022-07-01 14:06:15+00:00,450,Education,Refferal,6,/home,0
1081,2021-09-24 16:41:24+00:00,200,Education,Refferal,2,/home,1
1698,2022-02-15 16:22:45+00:00,200,Education,Refferal,1,/form/brochure,1
1991,2022-04-01 13:26:27+00:00,200,Education,Direct,5,/home,0
2931,2022-09-19 09:30:00+00:00,200,Education,Refferal,1,/form/set-a-meeting,1
2985,2022-09-23 10:14:29+00:00,200,Education,Direct,1,/form/set-a-meeting,1
3168,2022-10-11 09:23:36+00:00,200,Education,Refferal,1,/form/set-a-meeting,1
941,2021-08-23 15:07:01+00:00,475,Education,Refferal,1,/form/demo,1
2182,2022-05-24 17:45:16+00:00,475,Education,Refferal,1,/form/set-a-meeting,1
1726,2022-02-24 09:38:05+00:00,225,Education,Refferal,4,/portofolio,0
2606,2022-07-28 09:55:28+00:00,225,Education,Organic Social,1,/form/demo,1
3001,2022-09-23 17:36:07+00:00,225,Education,Refferal,5,/home,0
3327,2022-11-11 16:46:13+00:00,225,Education,Refferal,1,/form/set-a-meeting,1
346,2021-03-05 10:59:23+00:00,250,Education,Organic Search,1,/form/set-a-meeting,1
640,2021-05-31 10:54:24+00:00,250,Education,Direct,4,/features,0
1369,2021-12-06 11:33:40+00:00,250,Education,Direct,2,/home,1
30,2020-12-04 16:36:34+00:00,5,F&B,CPC,3,/features,2
80,2020-12-21 10:30:38+00:00,5,F&B,Organic Search,2,/home,2
87,2020-12-23 12:00:51+00:00,5,F&B,CPC,4,/home,0
202,2021-01-25 09:10:36+00:00,5,F&B,Organic Social,4,/form/demo,0
282,2021-02-19 17:44:06+00:00,5,F&B,Organic Search,2,/features,2
300,2021-02-26 09:34:14+00:00,5,F&B,Organic Search,4,/features,0
400,2021-03-25 09:58:33+00:00,5,F&B,Organic Social,3,/home,2
494,2021-04-15 16:05:42+00:00,5,F&B,Organic Social,4,/features,0
561,2021-05-04 10:51:14+00:00,5,F&B,CPC,3,/features,2
571,2021-05-04 17:05:12+00:00,5,F&B,Organic Social,3,/features,2
643,2021-05-31 16:36:50+00:00,5,F&B,Organic Social,2,/home,2
676,2021-06-04 12:17:13+00:00,5,F&B,CPC,3,/home,2
701,2021-06-10 15:13:51+00:00,5,F&B,CPC,3,/home,2
710,2021-06-15 13:00:00+00:00,5,F&B,Organic Social,3,/features,2
728,2021-06-23 12:02:07+00:00,5,F&B,CPC,2,/features,2
761,2021-06-29 13:00:38+00:00,5,F&B,CPC,3,/home,2
876,2021-08-02 10:52:48+00:00,5,F&B,CPC,4,/features,0
913,2021-08-09 13:15:01+00:00,5,F&B,Organic Search,3,/features,2
942,2021-08-23 17:45:36+00:00,5,F&B,Direct,2,/studycase,2
959,2021-08-27 12:12:35+00:00,5,F&B,Direct,3,/testimonials,2
974,2021-08-30 16:51:11+00:00,5,F&B,CPC,2,/home,2
1053,2021-09-15 13:00:18+00:00,5,F&B,CPC,4,/home,0
1124,2021-10-01 11:29:35+00:00,5,F&B,Organic Search,4,/home,0
1127,2021-10-01 13:59:24+00:00,5,F&B,Organic Social,4,/features,0
1172,2021-10-14 09:26:33+00:00,5,F&B,Organic Social,3,/home,2
1186,2021-10-21 16:22:51+00:00,5,F&B,Organic Social,3,/home,2
1213,2021-11-01 12:44:46+00:00,5,F&B,CPC,2,/testimonials,2
1225,2021-11-02 17:55:18+00:00,5,F&B,CPC,3,/home,2
1264,2021-11-12 12:20:53+00:00,5,F&B,CPC,3,/home,2
1267,2021-11-15 11:03:11+00:00,5,F&B,CPC,3,/home,2
1303,2021-11-26 16:43:16+00:00,5,F&B,Refferal,4,/studycase,0
1336,2021-12-01 12:34:03+00:00,5,F&B,Organic Social,2,/home,2
1420,2021-12-14 14:48:55+00:00,5,F&B,CPC,3,/features,2
1422,2021-12-14 17:07:34+00:00,5,F&B,CPC,4,/home,0
1525,2021-12-30 17:07:47+00:00,5,F&B,CPC,2,/studycase,2
1803,2022-03-04 12:20:49+00:00,5,F&B,Organic Social,2,/home,2
1876,2022-03-18 17:00:38+00:00,5,F&B,Direct,4,/studycase,0
1930,2022-03-25 11:14:03+00:00,5,F&B,Organic Social,3,/form/demo,2
2021,2022-04-06 12:32:55+00:00,5,F&B,Direct,3,/form/demo,2
2041,2022-04-15 12:10:02+00:00,5,F&B,Organic Social,3,/home,2
2064,2022-04-25 15:06:19+00:00,5,F&B,Organic Search,2,/home,2
2102,2022-05-02 10:22:29+00:00,5,F&B,Organic Search,4,/features,0
2214,2022-05-30 09:33:18+00:00,5,F&B,Refferal,4,/home,0
2304,2022-06-06 09:15:01+00:00,5,F&B,Organic Social,3,/home,2
2311,2022-06-06 13:19:36+00:00,5,F&B,CPC,2,/testimonials,2
2316,2022-06-06 14:57:15+00:00,5,F&B,Organic Social,4,/features,0
2357,2022-06-10 09:23:42+00:00,5,F&B,CPC,4,/home,0
2427,2022-06-23 12:53:10+00:00,5,F&B,Organic Social,4,/home,0
2843,2022-09-05 17:12:50+00:00,5,F&B,Organic Social,3,/features,2
2954,2022-09-20 17:15:25+00:00,5,F&B,Organic Social,4,/studycase,0
3014,2022-09-26 13:49:00+00:00,5,F&B,CPC,2,/portofolio,2
3029,2022-09-26 17:16:08+00:00,5,F&B,Direct,4,/form/demo,0
3135,2022-10-05 10:51:02+00:00,5,F&B,Refferal,4,/features,0
3170,2022-10-11 13:59:05+00:00,5,F&B,Organic Social,3,/home,2
3222,2022-10-26 10:56:46+00:00,5,F&B,Organic Social,4,/home,0
3226,2022-10-26 13:57:42+00:00,5,F&B,CPC,3,/features,2
3366,2022-11-25 13:37:30+00:00,5,F&B,CPC,4,/home,0
19,2020-12-02 15:09:05+00:00,10,F&B,Organic Social,4,/home,0
166,2021-01-07 11:17:59+00:00,10,F&B,Organic Social,3,/features,2
298,2021-02-26 09:11:11+00:00,10,F&B,CPC,4,/features,0
378,2021-03-15 14:24:23+00:00,10,F&B,CPC,4,/home,0
418,2021-03-29 17:36:51+00:00,10,F&B,CPC,2,/features,2
461,2021-04-06 09:42:54+00:00,10,F&B,Direct,3,/features,2
471,2021-04-08 09:02:17+00:00,10,F&B,Direct,3,/home,2
575,2021-05-05 14:31:14+00:00,10,F&B,Direct,3,/form/demo,2
590,2021-05-10 13:28:07+00:00,10,F&B,CPC,3,/studycase,2
597,2021-05-12 14:32:52+00:00,10,F&B,Organic Social,4,/features,0
633,2021-05-28 17:37:23+00:00,10,F&B,Refferal,4,/home,0
721,2021-06-21 17:21:38+00:00,10,F&B,Refferal,3,/features,2
759,2021-06-29 12:45:39+00:00,10,F&B,CPC,3,/form/demo,2
778,2021-07-02 10:49:24+00:00,10,F&B,CPC,3,/studycase,2
811,2021-07-07 16:17:34+00:00,10,F&B,Direct,4,/studycase,0
861,2021-07-28 10:10:25+00:00,10,F&B,Direct,4,/home,0
894,2021-08-04 11:25:54+00:00,10,F&B,CPC,3,/features,2
907,2021-08-06 16:18:01+00:00,10,F&B,CPC,4,/studycase,0
1026,2021-09-06 16:48:01+00:00,10,F&B,Direct,4,/features,0
1175,2021-10-14 11:30:17+00:00,10,F&B,CPC,2,/portofolio,2
1257,2021-11-09 14:13:47+00:00,10,F&B,Refferal,2,/studycase,2
1270,2021-11-16 10:22:03+00:00,10,F&B,CPC,3,/features,2
1314,2021-11-30 09:27:57+00:00,10,F&B,Organic Social,3,/home,2
1553,2022-01-03 11:58:27+00:00,10,F&B,Direct,4,/features,0
1581,2022-01-06 15:28:29+00:00,10,F&B,Organic Search,3,/home,2
1660,2022-01-31 12:30:21+00:00,10,F&B,CPC,4,/features,0
1788,2022-03-03 12:23:55+00:00,10,F&B,Organic Social,3,/home,2
1831,2022-03-09 12:38:56+00:00,10,F&B,Direct,3,/home,2
1889,2022-03-22 15:29:10+00:00,10,F&B,Organic Social,4,/home,0
2138,2022-05-06 12:27:59+00:00,10,F&B,Organic Social,4,/home,0
2172,2022-05-23 10:47:43+00:00,10,F&B,Organic Search,3,/home,2
2284,2022-06-03 09:55:17+00:00,10,F&B,CPC,3,/home,2
2421,2022-06-23 09:16:12+00:00,10,F&B,Organic Social,2,/features,2
2449,2022-06-24 16:28:19+00:00,10,F&B,Direct,3,/features,2
2529,2022-07-05 09:15:42+00:00,10,F&B,CPC,4,/home,0
2674,2022-08-05 16:57:48+00:00,10,F&B,Organic Social,4,/testimonials,0
2688,2022-08-10 12:29:49+00:00,10,F&B,CPC,2,/portofolio,2
2694,2022-08-11 13:33:15+00:00,10,F&B,CPC,4,/features,0
2905,2022-09-13 14:53:34+00:00,10,F&B,CPC,4,/studycase,0
3005,2022-09-26 10:15:18+00:00,10,F&B,CPC,3,/home,2
3191,2022-10-18 11:54:49+00:00,10,F&B,Organic Social,2,/home,2
3313,2022-11-08 09:07:49+00:00,10,F&B,CPC,4,/form/demo,0
3354,2022-11-23 13:35:33+00:00,10,F&B,CPC,4,/features,0
94,2020-12-24 11:56:10+00:00,15,F&B,CPC,3,/features,2
240,2021-02-02 16:50:29+00:00,15,F&B,CPC,2,/form/demo,2
248,2021-02-04 09:08:19+00:00,15,F&B,CPC,4,/features,0
276,2021-02-17 12:51:59+00:00,15,F&B,CPC,4,/home,0
323,2021-03-02 16:07:29+00:00,15,F&B,CPC,3,/features,2
342,2021-03-05 10:18:56+00:00,15,F&B,CPC,2,/portofolio,2
379,2021-03-16 10:33:37+00:00,15,F&B,Organic Social,3,/form/demo,2
493,2021-04-15 13:33:21+00:00,15,F&B,Direct,2,/features,2
514,2021-04-27 11:21:57+00:00,15,F&B,Organic Social,3,/portofolio,2
602,2021-05-14 16:12:19+00:00,15,F&B,CPC,4,/features,0
632,2021-05-28 16:37:30+00:00,15,F&B,Organic Search,4,/features,0
668,2021-06-04 09:12:32+00:00,15,F&B,CPC,2,/form/demo,2
769,2021-07-01 13:29:15+00:00,15,F&B,Organic Social,2,/features,2
896,2021-08-04 13:25:55+00:00,15,F&B,CPC,4,/home,0
905,2021-08-06 11:31:42+00:00,15,F&B,Organic Social,2,/portofolio,2
988,2021-09-01 10:12:14+00:00,15,F&B,CPC,3,/features,2
1017,2021-09-06 09:10:47+00:00,15,F&B,CPC,4,/home,0
1655,2022-01-28 13:55:04+00:00,15,F&B,CPC,2,/home,2
1745,2022-02-28 09:19:07+00:00,15,F&B,CPC,3,/features,2
1812,2022-03-07 13:47:21+00:00,15,F&B,CPC,3,/studycase,2
1819,2022-03-08 10:07:33+00:00,15,F&B,CPC,2,/testimonials,2
1963,2022-03-30 10:19:27+00:00,15,F&B,Organic Social,2,/features,2
1985,2022-04-01 09:44:22+00:00,15,F&B,Organic Social,3,/portofolio,2
1998,2022-04-01 17:41:22+00:00,15,F&B,Direct,2,/studycase,2
2087,2022-04-29 10:51:04+00:00,15,F&B,CPC,3,/form/demo,2
2106,2022-05-02 17:35:59+00:00,15,F&B,Organic Search,4,/home,0
2108,2022-05-02 17:57:56+00:00,15,F&B,Refferal,2,/home,2
2196,2022-05-26 13:03:46+00:00,15,F&B,Organic Social,4,/home,0
2358,2022-06-10 09:41:38+00:00,15,F&B,Organic Search,4,/home,0
2400,2022-06-20 14:17:21+00:00,15,F&B,CPC,2,/home,2
2504,2022-07-01 12:18:10+00:00,15,F&B,CPC,4,/features,0
2561,2022-07-14 16:56:25+00:00,15,F&B,CPC,3,/form/demo,2
2566,2022-07-18 14:50:01+00:00,15,F&B,Organic Search,3,/features,2
2608,2022-07-28 13:54:08+00:00,15,F&B,Organic Search,3,/home,2
2629,2022-08-01 13:01:57+00:00,15,F&B,CPC,4,/home,0
2666,2022-08-04 16:48:47+00:00,15,F&B,Direct,3,/home,2
2683,2022-08-09 09:00:09+00:00,15,F&B,CPC,3,/form/demo,2
2693,2022-08-11 10:55:00+00:00,15,F&B,Organic Social,4,/features,0
2731,2022-08-26 11:02:37+00:00,15,F&B,Organic Social,3,/home,2
2773,2022-08-31 12:02:04+00:00,15,F&B,CPC,2,/home,2
2914,2022-09-14 13:27:00+00:00,15,F&B,Direct,4,/features,0
3025,2022-09-26 16:31:53+00:00,15,F&B,Organic Social,3,/features,2
3173,2022-10-12 12:00:08+00:00,15,F&B,CPC,3,/home,2
3239,2022-10-27 16:01:16+00:00,15,F&B,CPC,2,/features,2
3287,2022-11-02 10:50:01+00:00,15,F&B,CPC,4,/home,0
3395,2022-12-02 17:28:52+00:00,15,F&B,CPC,4,/home,0
270,2021-02-12 09:30:30+00:00,275,F&B,Refferal,2,/studycase,1
302,2021-02-26 10:17:21+00:00,275,F&B,Refferal,1,/form/brochure,1
1542,2021-12-31 16:53:27+00:00,275,F&B,Organic Social,4,/home,0
2590,2022-07-25 15:00:32+00:00,275,F&B,Refferal,2,/testimonials,1
71,2020-12-16 09:48:00+00:00,20,F&B,Organic Social,3,/features,2
130,2021-01-01 15:29:05+00:00,20,F&B,Direct,4,/studycase,0
213,2021-01-26 10:28:53+00:00,20,F&B,Organic Social,4,/features,0
228,2021-01-29 14:29:23+00:00,20,F&B,CPC,4,/features,0
250,2021-02-04 12:45:15+00:00,20,F&B,CPC,3,/features,2
268,2021-02-11 09:10:27+00:00,20,F&B,CPC,2,/features,2
433,2021-04-01 11:13:41+00:00,20,F&B,CPC,4,/features,0
454,2021-04-05 11:06:10+00:00,20,F&B,Organic Social,4,/studycase,0
481,2021-04-09 09:22:47+00:00,20,F&B,CPC,2,/studycase,2
488,2021-04-12 09:30:08+00:00,20,F&B,CPC,2,/home,2
584,2021-05-07 11:54:20+00:00,20,F&B,CPC,2,/portofolio,2
667,2021-06-04 09:01:59+00:00,20,F&B,CPC,4,/features,0
757,2021-06-29 10:32:22+00:00,20,F&B,CPC,4,/studycase,0
835,2021-07-15 09:57:41+00:00,20,F&B,CPC,4,/features,0
836,2021-07-15 14:24:32+00:00,20,F&B,Refferal,3,/home,2
839,2021-07-20 16:12:15+00:00,20,F&B,CPC,3,/form/demo,2
1142,2021-10-05 09:44:19+00:00,20,F&B,Direct,4,/features,0
1159,2021-10-07 14:25:12+00:00,20,F&B,CPC,3,/portofolio,2
1169,2021-10-12 16:20:53+00:00,20,F&B,CPC,4,/home,0
1313,2021-11-30 09:02:43+00:00,20,F&B,CPC,3,/studycase,2
1364,2021-12-03 17:46:01+00:00,20,F&B,Organic Social,3,/features,2
1398,2021-12-09 09:25:52+00:00,20,F&B,Organic Social,2,/features,2
1515,2021-12-29 17:27:30+00:00,20,F&B,Direct,3,/features,2
1643,2022-01-26 17:12:15+00:00,20,F&B,Organic Search,3,/features,2
1825,2022-03-08 16:26:38+00:00,20,F&B,CPC,3,/home,2
1840,2022-03-10 10:48:55+00:00,20,F&B,CPC,3,/form/demo,2
1844,2022-03-10 16:51:09+00:00,20,F&B,Direct,2,/form/demo,2
1892,2022-03-23 09:20:33+00:00,20,F&B,Organic Social,3,/home,2
1990,2022-04-01 13:24:41+00:00,20,F&B,Direct,4,/home,0
1993,2022-04-01 14:53:02+00:00,20,F&B,Direct,3,/features,2
2007,2022-04-04 17:45:55+00:00,20,F&B,CPC,3,/features,2
2115,2022-05-04 09:36:54+00:00,20,F&B,Organic Social,4,/features,0
2117,2022-05-04 09:51:34+00:00,20,F&B,CPC,2,/testimonials,2
2150,2022-05-10 16:10:37+00:00,20,F&B,CPC,4,/features,0
2151,2022-05-11 10:44:23+00:00,20,F&B,Organic Search,4,/home,0
2239,2022-05-31 10:55:09+00:00,20,F&B,Direct,2,/form/demo,2
2390,2022-06-17 09:30:04+00:00,20,F&B,Organic Social,3,/features,2
2472,2022-06-28 14:52:11+00:00,20,F&B,Organic Social,3,/studycase,2
2522,2022-07-04 14:32:35+00:00,20,F&B,CPC,2,/home,2
2524,2022-07-04 16:20:54+00:00,20,F&B,Direct,4,/features,0
2527,2022-07-04 17:48:17+00:00,20,F&B,CPC,3,/home,2
2746,2022-08-29 13:20:12+00:00,20,F&B,CPC,3,/home,2
2827,2022-09-02 17:23:22+00:00,20,F&B,CPC,3,/features,2
2869,2022-09-07 14:40:30+00:00,20,F&B,CPC,4,/home,0
3022,2022-09-26 15:44:13+00:00,20,F&B,Refferal,4,/home,0
3052,2022-09-28 11:02:14+00:00,20,F&B,Direct,3,/features,2
3110,2022-10-03 10:58:46+00:00,20,F&B,Organic Social,3,/studycase,2
3139,2022-10-05 13:06:34+00:00,20,F&B,Organic Social,2,/portofolio,2
3365,2022-11-25 11:55:40+00:00,20,F&B,CPC,3,/studycase,2
3379,2022-11-29 13:44:08+00:00,20,F&B,Organic Social,3,/portofolio,2
24,2020-12-04 11:01:40+00:00,25,F&B,Organic Social,2,/form/demo,2
36,2020-12-07 11:19:48+00:00,25,F&B,CPC,2,/home,2
63,2020-12-11 13:47:41+00:00,25,F&B,Organic Search,3,/features,2
238,2021-02-02 13:52:41+00:00,25,F&B,Organic Social,4,/home,0
319,2021-03-02 09:29:01+00:00,25,F&B,CPC,4,/home,0
328,2021-03-03 14:50:06+00:00,25,F&B,Organic Social,4,/home,0
393,2021-03-23 09:19:08+00:00,25,F&B,CPC,3,/home,2
496,2021-04-19 09:09:48+00:00,25,F&B,CPC,4,/features,0
532,2021-04-29 13:18:17+00:00,25,F&B,CPC,4,/form/demo,0
533,2021-04-29 16:50:00+00:00,25,F&B,CPC,3,/features,2
578,2021-05-06 12:14:32+00:00,25,F&B,CPC,2,/portofolio,2
617,2021-05-24 10:44:08+00:00,25,F&B,CPC,3,/home,2
619,2021-05-24 11:44:34+00:00,25,F&B,CPC,4,/features,0
634,2021-05-28 17:52:09+00:00,25,F&B,CPC,4,/portofolio,0
638,2021-05-31 10:20:01+00:00,25,F&B,CPC,2,/studycase,2
642,2021-05-31 16:06:18+00:00,25,F&B,CPC,4,/home,0
687,2021-06-07 15:24:10+00:00,25,F&B,CPC,3,/home,2
708,2021-06-14 12:02:56+00:00,25,F&B,CPC,2,/features,2
909,2021-08-06 17:01:08+00:00,25,F&B,Direct,3,/features,2
1001,2021-09-02 14:11:03+00:00,25,F&B,CPC,2,/home,2
1050,2021-09-13 17:48:54+00:00,25,F&B,Organic Social,3,/home,2
1117,2021-09-30 13:51:03+00:00,25,F&B,Organic Social,4,/features,0
1152,2021-10-06 14:43:19+00:00,25,F&B,CPC,4,/features,0
1181,2021-10-20 12:46:32+00:00,25,F&B,CPC,3,/portofolio,2
1276,2021-11-17 15:45:11+00:00,25,F&B,CPC,4,/form/demo,0
1444,2021-12-20 13:00:07+00:00,25,F&B,CPC,3,/home,2
1446,2021-12-21 09:42:48+00:00,25,F&B,Organic Social,3,/home,2
1531,2021-12-31 10:33:18+00:00,25,F&B,Organic Search,3,/home,2
1546,2022-01-03 09:41:12+00:00,25,F&B,Organic Social,2,/home,2
1552,2022-01-03 11:29:44+00:00,25,F&B,Organic Search,3,/testimonials,2
1586,2022-01-06 17:42:43+00:00,25,F&B,CPC,3,/studycase,2
1732,2022-02-24 14:37:30+00:00,25,F&B,CPC,2,/features,2
1848,2022-03-11 12:18:32+00:00,25,F&B,Organic Social,3,/home,2
2000,2022-04-01 17:53:25+00:00,25,F&B,CPC,4,/features,0
2204,2022-05-27 10:33:30+00:00,25,F&B,CPC,2,/home,2
2285,2022-06-03 10:11:32+00:00,25,F&B,CPC,2,/testimonials,2
2345,2022-06-08 15:59:35+00:00,25,F&B,CPC,4,/portofolio,0
2352,2022-06-09 10:39:24+00:00,25,F&B,CPC,4,/home,0
2444,2022-06-24 13:19:10+00:00,25,F&B,CPC,4,/home,0
2490,2022-06-29 16:36:18+00:00,25,F&B,Organic Social,4,/home,0
2511,2022-07-01 14:59:06+00:00,25,F&B,Organic Social,2,/portofolio,2
2521,2022-07-04 14:22:06+00:00,25,F&B,Organic Social,2,/portofolio,2
2526,2022-07-04 17:35:11+00:00,25,F&B,CPC,2,/home,2
2556,2022-07-12 17:21:59+00:00,25,F&B,CPC,3,/home,2
2570,2022-07-19 13:27:50+00:00,25,F&B,Organic Social,2,/form/demo,2
2585,2022-07-22 17:10:52+00:00,25,F&B,Organic Social,3,/features,2
2751,2022-08-30 09:17:31+00:00,25,F&B,Organic Social,3,/home,2
2871,2022-09-07 16:20:07+00:00,25,F&B,CPC,4,/home,0
2918,2022-09-14 17:59:16+00:00,25,F&B,Refferal,3,/home,2
2929,2022-09-16 16:20:24+00:00,25,F&B,CPC,3,/home,2
3031,2022-09-26 17:30:11+00:00,25,F&B,Organic Search,3,/features,2
3063,2022-09-28 16:00:25+00:00,25,F&B,CPC,4,/features,0
3085,2022-09-30 09:53:47+00:00,25,F&B,Organic Search,4,/home,0
3171,2022-10-12 09:43:17+00:00,25,F&B,Organic Search,4,/home,0
3256,2022-10-31 09:16:32+00:00,25,F&B,CPC,4,/features,0
3298,2022-11-03 12:35:29+00:00,25,F&B,Direct,2,/testimonials,2
3383,2022-11-30 09:38:08+00:00,25,F&B,CPC,3,/features,2
103,2020-12-29 13:54:39+00:00,30,F&B,CPC,6,/studycase,0
141,2021-01-04 15:23:00+00:00,30,F&B,Organic Social,3,/features,2
262,2021-02-08 14:25:53+00:00,30,F&B,CPC,4,/home,0
309,2021-03-01 09:58:00+00:00,30,F&B,CPC,2,/features,2
352,2021-03-08 11:10:15+00:00,30,F&B,CPC,4,/features,0
385,2021-03-19 10:45:52+00:00,30,F&B,CPC,4,/features,0
388,2021-03-19 14:06:34+00:00,30,F&B,Organic Social,2,/home,2
477,2021-04-08 15:33:44+00:00,30,F&B,CPC,2,/features,2
498,2021-04-19 10:39:00+00:00,30,F&B,CPC,4,/features,0
647,2021-06-01 10:09:27+00:00,30,F&B,Organic Search,4,/home,0
700,2021-06-09 17:51:47+00:00,30,F&B,CPC,4,/home,0
828,2021-07-13 10:45:03+00:00,30,F&B,CPC,3,/studycase,2
865,2021-07-28 14:40:37+00:00,30,F&B,CPC,4,/home,0
936,2021-08-20 11:55:48+00:00,30,F&B,Organic Social,4,/home,0
950,2021-08-25 14:03:03+00:00,30,F&B,CPC,3,/features,2
978,2021-08-31 09:39:51+00:00,30,F&B,CPC,3,/home,2
997,2021-09-02 09:05:57+00:00,30,F&B,Organic Search,4,/features,0
998,2021-09-02 09:08:50+00:00,30,F&B,Organic Search,3,/features,2
1049,2021-09-13 16:17:55+00:00,30,F&B,CPC,3,/features,2
1100,2021-09-28 16:40:09+00:00,30,F&B,CPC,3,/features,2
1439,2021-12-17 14:10:55+00:00,30,F&B,CPC,3,/home,2
1561,2022-01-04 12:15:40+00:00,30,F&B,CPC,4,/features,0
1567,2022-01-05 11:08:05+00:00,30,F&B,Refferal,3,/portofolio,2
1578,2022-01-06 10:47:45+00:00,30,F&B,Organic Social,2,/form/demo,2
1670,2022-02-02 13:12:22+00:00,30,F&B,Organic Social,3,/portofolio,2
1702,2022-02-16 16:43:41+00:00,30,F&B,CPC,4,/features,0
1753,2022-02-28 13:30:27+00:00,30,F&B,Direct,4,/features,0
1879,2022-03-21 11:07:02+00:00,30,F&B,CPC,4,/home,0
2059,2022-04-25 09:04:42+00:00,30,F&B,CPC,4,/home,0
2164,2022-05-18 14:35:56+00:00,30,F&B,Organic Search,2,/testimonials,2
2254,2022-06-01 10:08:54+00:00,30,F&B,CPC,3,/home,2
2324,2022-06-07 09:02:13+00:00,30,F&B,CPC,4,/home,0
2353,2022-06-09 11:50:51+00:00,30,F&B,CPC,3,/home,2
2371,2022-06-14 16:33:24+00:00,30,F&B,Organic Social,3,/portofolio,2
